Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
 on 11/04/17 07:28 AM (PDT),JohnD_CentralMA ,2016 Dodge Dart Sedan SXT 4dr Sedan (2.4L 4cyl 6M),A Nearly Perfect Car - 2016 Dodge Dart Blacktop," First, as with most media, please note: buyer beware! Not because the Dodge Dart is a poor choice but a fantastic one. I have owned mt Dart since 3/16 and driven over 82,000 miles without one problem. The only maintenance have been the usual oil & filter changes, tire rotation. I replaced the spark plugs well prior to the 100,000 miles manufacturer PM recommendation. Other than that, I average between 37-39 MPG with my 100+ mile commute to/from work(over 500 miles per tank filled). I have owned dozens of Mopar vehicles (old and current) and the Dart is shaping up to be THE most trouble free, cost effective vehicle I've owned.  I get regular compliments on how handsome the car is by strangers. Power is above average with 184 HP; merging/passing any vehicle with plenty of power to spare. Handling is firm but not overly stiff or jarring. The only minor complaint would be the occasional balky six speed manual (6 out of 10 for shifting smoothness). Overall, if you don't mind a 4 door sedan, the Dodge Dart may be THE the best bang-for-your-buck right now in the used car market place. I question any person owning this vehicle (since new) that claims all of the problems they report. I believe it's self induced and not a reflection on how well the car is built. Take care of your car or truck and it will take care of you!",5
 on 10/30/17 10:05 AM (PDT),Traci stallone ,2016 Dodge Dart Sedan SXT 4dr Sedan (2.4L 4cyl 6M),Cheep cluch and electrical nightmare," This is not a car for people who drive a lot of miles. I've owned it a year and I have 36,000 miles on it. Approximately 200 miles before the 36,000 mile warranty expired my clutch started slipping 2nd and 3rd gear. Mind you yes I drive a lot of miles however at clutch should last more than 36000 Miles. And when it goes out in the first year of me owning it and the dealership will do nothing about it, I feel taken advantage of. The staff at the dealership are very cold and ignore you. Very misleading purchase.",2
 on 09/05/17 16:52 PM (PDT),Dwayne Bell ,2016 Dodge Dart Sedan SXT Sport Rallye 4dr Sedan (2.0L 4cyl 6M),Used Dart Purchase," Note:  Trim shown above is incorrect.  The car in this review has 2.4L (not 2.0L) engine and automatic transmission (not manual); review page won't let me change it.  I searched the internet for weeks for the least expensive car that had navigation for my son's first car (he will be moving away for college and I personally love navigation to reduce concern about getting lost).  Came down to two cars:  2016 Dodge Dart and 2016 Mazda 3 (both 4 door sedans).  Although the Mazda was a nice car, the Dodge Dart was much more stylish and comfortable.  The SXT Rallye trim had exterior racing stripes and both my sons shouted ""It's a race car!"" when they saw it and I couldn't back out of buying the car at that point.  The price was VERY good.  But when we looked the car over, it had a damaged rocker panel (caved under for about a foot or more in length - looked like it had been in a crash and the car wound up riding a guard rail).  The dealership offered me $400 off OR they would have it repaired; I asked them to repair it; they subcontracted it out to a body shop in Mobile, AL and unbelievably, it looks brand new again.  Then the dealership only gave us one blade key with zero key fobs.  There was no way to enter the car (after being locked) without the alarm going off.  After about twenty phone calls and two weeks of arguing and aggravation, the dealership finally agreed to provide us two proper key fobs.  That work was done by another subcontractor who claimed that many dealerships are commonly trying to rip used car buyers off and not provide 2 fobs - and he was making a fortune resolving those issues.  Ultimately, we are now very happy with the car.  My son loves it.  It's only got a 4 cylinder engine so I'm not concerned he's going to wind up wrapped around a pole.  The interior is very stylish.  The seats are REALLY comfortable (fabric).  Navigation (remember, the main reason) works well, although not as well as our 2014 Honda Odyssey nav.  If you are patient, sometimes you can find a gem.Update: 6 months later - still love the car, no problems, no issues, still has new car smell.  Black color REALLY shows pollen, minor nuisance not the car's fault.  Would definitely recommend to others as a first car.",4
 on 08/28/17 23:29 PM (PDT),Keith ,2016 Dodge Dart Sedan SXT 4dr Sedan (2.4L 4cyl 6M),Not that good," I live in Pennsylvania where there roads are not that great and the city I'm in is even worse. This is by far the worst suspension on a car I've ever had. Basically unless your on a totally smooth road it is a lousey ride. Plus headlights are not that bright. You can ride around at night with the high beams on and nobody will blink you back to let you know . I would trade it in now but I'd lose a ton of money in the year and a half that I've had it. Paid 22,000 for it and trade in is like 10,000$ ",3
 on 08/06/17 12:10 PM (PDT),Ryan ,2016 Dodge Dart Sedan SE 4dr Sedan (2.0L 4cyl 6M),Radio reception is not good at all.," A lot of new cars like this Dodge Dart are making crappy antennas that have a very hard time picking up radio stations signals. The presets I listened to in Chicago were non existent when I traveled slightly outside the city, but still in the coverage area of many stations.",1
 on 03/25/17 08:17 AM (PDT),Jessica A ,2016 Dodge Dart Sedan GT Sport Blacktop 4dr Sedan (2.4L 4cyl 6M),"Good car, could be better for price."," Shop around to see what else is available in the price range. Don't mistake the 2.4L GT for a performance car. It would make a decent daily driver, but the cost is too high. It handles poorly on wet or icy roads. There are a lot of blind spots when merging or changing lanes.",4
 on 01/29/17 10:25 AM (PST),Scott Steel ,2016 Dodge Dart Sedan SE 4dr Sedan (2.0L 4cyl 6M),Love the Dart," We got a good deal on the Dart, and so far it has been comfortable, reasonably fun to drive, and all around cool.8,000 miles in and it is still a nifty, fun to drive, comfortable, economical, solid little car.  Great choice.",4
 on 01/02/17 13:19 PM (PST),Retiree ,2016 Dodge Dart Sedan SXT 4dr Sedan (2.4L 4cyl 6M),Great Bargin, I purchased the car due to the large discount on the price.  The car had a navigation system already installed.  Everything has worked flawlessly and the large screen along with the navigation system is superb.,4
 on 08/27/16 23:43 PM (PDT),Gerry ,2016 Dodge Dart Sedan GT 4dr Sedan (2.4L 4cyl 6M),Dart GT," Bought a 2016 Dart GT, replacing my 17 year old Jeep. I wanted something that was fun to drive, roomy and had a trunk, after years of driving SUV's and pickups. I tried out the Ford Focus and Mazda 3 sedan. While they handled well, they were cramped compared to the Dart, and I found myself hitting my head on the door frame on both entry and exit from the Mazda. The Dart handles well and gets great mileage (granted, compared to an old Jeep, most anything will get great mileage). The customizable guage display is cool and the 8.4 touchscreen infotainment display is easy to use. I got the Sun/Sound package which gives it a sunroof and 506 watt amp and 9 speakers, so it cranks the tunes. It has the push button starter with remote start, which is nice to get the AC running before I get to the car. It has a power drivers seat with power lumbar adjustment and a number of automated features, such as headlights, high beams and windshield wipers.The only annoyance I have with the car is a rattling that comes from the base assembly for the rearview mirror which seems to be looser than it should be, and so it buzzes against the windshield on occasion. Other than that, it's a blast to drive",5
 on 08/08/16 10:28 AM (PDT),justin ,2016 Dodge Dart Sedan SXT Sport Blacktop 4dr Sedan (2.0L 4cyl 6M),I love my dart :)," When I bought this car I was scared because I read all the horrible reviews about it but I wanted to give it a try so I bought it. I bought it brand new dart sxt blacktop. ive had it for about 3 months and LOVE my car, it has preformed great. I'm 17 years old and its enough for me, I'm 6'0 I fit with plenty of room. it drives great and just overall love it .",5
 on 07/13/16 13:31 PM (PDT),M. Schneider ,2016 Dodge Dart Sedan SXT 4dr Sedan (2.4L 4cyl 6M),"Rented Once, Just Once"," I had this car for almost a week. Should have picked the Corolla in hind sight. The car is so-so for a rental. I'd be hard pressed to buy one considering better choices out there. The 2.4L engine is smooth and adequate. As long as it holds up long term to higher rev'ing, it will do. The biggest issue is that the transmission has copious amount of slack and I'm fairly sure the whole power train sits on coil springs rather than regular mounts. Under steady acceleration the trans works just fine. When the traffic is caterpillaring down the road between 20 and 50, the power train slack and bounce when going into the accelerator is awful. The torq converter and transmission seem to be both slacking. If Dodge cannot tighten down the transmission, they should at least add shock absorbers to the power train. The front seats are mounted too high for my 6'1"" frame. I bump my head getting out and the rear view mirror blocks a lot of my vision. The brakes only use 1/3 of the pedal travel. What the remaining 2/3 of the travel will contribute to stopping is unknown. Even still, the brakes are linear and not too squishy. Steering is good, surprisingly for this class of car. Stereo is basic in appearance, but does have SXM, Aux input and phone capability. Didn't see HD radio option. Sound is respectable. Vibrations for the road and from the A/C fan at full speed can be felt in the foot well. Handling does remind you that you are in an econo/compact car. It softens road imperfections, but is not a sports car. The switchgear is spartan. The instrumentation is nice and a little retro. Surprised to find auto-headlights. Overall, this car needs a healthy dose of power train work. Once that is done, it may be good for shorter people on a serious budget. The Chevrolet Cruz, Hyundai Elantra, Honda Civic, Toyota Corolla, VW Jetta, Ford Focus and most other compact cars beat the Dart. The Dart reminds me greatly of the Chevrolet Cobalt or early Kia offerings. No wonder sales are disappointing.",3
 on 06/06/16 13:37 PM (PDT),JRWKilleen ,2016 Dodge Dart Sedan SE 4dr Sedan (2.0L 4cyl 6M),Dodge This Rental!," I can't recall ever renting such a piece of junk!  How Enterprise can consider this a full sized car is beyond my understanding.  It is horribly underpowered.  What amazed me was that this so-called modern car had no USB ports!  I thought I was looking in the wrong place, so I went online for the info.  Sure enough, this bare bones heap had none.  The interior was absolutely cheesy!",2
 on 05/18/16 08:10 AM (PDT),Matthew Brettschneider ,2016 Dodge Dart Sedan GT 4dr Sedan (2.4L 4cyl 6M),Fun Little Commuter Car," We purchased this car to basically drive into the ground.  Time will tell how reliable the car ends up.Equipped with the sun'sound group, the large touchscreen is pretty intuitive.  the 2.4 and manual six speed is a fun combination and made it pretty easy for the lady to learn how to work a clutch.  we picked it up with 23 miles and within the first week had 1500 on it.  It is reaching MPGs comfortably in the 30s while I drive the crap out of it. (is there any other way to drive these little cars?)",5
 on 04/26/16 09:02 AM (PDT),AWJ00 ,2016 Dodge Dart Sedan Limited 4dr Sedan (2.4L 4cyl 6A),2016 Dart Limited," I just bought the 2016 Limited and it is great! We took it on a long trip of 1,800+ miles. It performed flawlessly. The seats were comfortable. The Uconnect was great. The lane assist was really helpful on the highway.  Very happy with this purchase. I also got the lifetime warranty as I plan on keeping the vehicle long term.It is well worth a test drive. The auto press pans the Dart. Drive it yourself and make up your own mind.Update: still love the car. The above review still stands.",5
 on 03/10/16 19:22 PM (PST),David Bivans ,2016 Dodge Dart Sedan SXT 4dr Sedan (2.4L 4cyl 6M),Great little car," The dart has got to be the most underrated car I have ever driven. It performs MUCH better than cars that are supposedly ranked much higher. Every single problem I've read in reviews has been driver related. For instance, the seat is not ""too high"", it is not fixed and has a very wide range of movement. It's also not as small as they say. I am over 6 feet and 220lbs, and fit just fine. Acceleration and noise levels are also very good.",5
 on 03/06/16 14:04 PM (PST),Jason Driver ,2016 Dodge Dart Sedan SE 4dr Sedan (2.0L 4cyl 6M),Dodge the dart!," This must be the most uncomfortable rental I have ever been handed the keys to! Had to have the wife drive couldn't get comfortable, bad back. Tried a pillow didn't help. Junk materials, headrest constantly pushes your head forward, isn't adjustable. Removed it and tossed it in the trunk. No wonder these POS's are just 16K. Gas millage is decent but it lacks any kind of wow. You'd be better off with a used make from a Japanese brand, which is killer to say because I'm a Ford kind of guy! Haha, I wouldn't keep this if they gave it to me I'd trade it in right away. If your renting and are over 5'5 150 pounds you'll feel squashed ! Ask for another car or an upgrade because only short people would feel at home.",2
 on 03/06/16 08:00 AM (PST),Jon ,2016 Dodge Dart Sedan GT 4dr Sedan (2.4L 4cyl 6M),2016 Dart GT," LOVE MY 2016 DART GT...I've had my Dart GT for 7 months. This is absolutely my favorite car I've ever owned beating out great cars such as 2004 Mazda 3s 2.3, 2007 Ford Fusion SEL v6 and a 2012 Mazda 3s Touring 2.5.The reviewers of this car are harsh in my opinion. I test drove 2016 Mazda 3, 2016 Volkswagon GTi& GLi, Honda Civic and Hyundai. My decision to buy the Dart GT was pretty easy.....and I havent seen my twin on the road since. I love that. I live in an ocean of Fusion's, Focus' and Corolla's...i love having something different , especially with its visual Alfa Romeo DNA disign que's.My TorRed GT has the fabulous 8.5 touch screen U-Connect system with Sirius, navigation, Technology group, Sunroof-Alpine sound, sport hood and Mopar exterior ground effects. This car is absolutely the best dollar value blending style, size, technology and performance.  I wanted a car slightly bigger than the Mazda 3 but not quite Fusion size. Loving the USB input, it functions flawlessly with my 3000 song library thumb drive. This is my first car without a cd player. I thought that was dumb at first. Now that I have all of my music on a USB drive its simply amazing and powerfull. I love how the system displays most of the album art.The GT cabin is truly uber quiet cabin with regard to wind and road noise. Tire noise is specific to the road surface of course. How hasnt anyone mentioned this. The GT rides on wide 225/40/18's wrapped around gorgeous hyper-black alloys and I usually dont notice any sound. My 2012 Mazda 3 was so much noisier, not even close. Yes, you'll feel joints in the road but not with the noise and punch some reviews state. If you want total silence simply pay twice as much or more. My manager, who owns a Mercedes, loves how quiet my Dart is.The handling is very crisp and reasonably flat. The steering is a tad less responsive than the Mazda BUT well worth the trade off. The low end from dead stop torque was stronger on the Mazda BUT...with that came premature tire wear due to the wheel spin. The GT takes off well from dead stop with out tire spin and will blow past the Mazda in the medium and top ends of the run.Technology and comfort: Okay, gorgeous power leather heated seats and HEATED steering wheel, heated exterior mirrors, blind spot monitor, U-Connect system that will let you hear incoming texts and reply when car is stopped. The phone automatically stores your contact list with every startup. The 9 speaker  Alpine sound system is more pleasing across all frequencies than the 10 speaker Bose in my Mazda because its warmer, adds a subwoofer, a nice surround mode and equally detailed in all other areas. The driver information available and customizable is superb. Tire pressure reading (accurate) for each individual wheel and this is key when riding on 40 series tires, you should know this data always. This was the most technology packed car of the ones i considered. These wheels do not leak air. I was constantly putting air in my Mazda. hmmmmStyle: Please... That is not even close. Again, Alfa Romeo DNA disign que's...My Dart GT has some heads snapping.. Its low and wide on a perfect 18"" wheel & tire package. the low area is wrapped around in the Mopar front chin spoiler, side skirts and rear skirt that accents the big dual chrome exhaust tips. The body has a tasteful hunkered down look, without being too busy like all the Japanese models designed to attract attention in Tokyo grid-lock traffic,  with widened fenders that are in correct proportion to the GT wheel package and the wheel-well opening. The sport appearance hood with scoop is the cherry on top setting it above other Darts and competition. The GT equipped as mine is was not plentiful. Although white was my first choice with TorRed 2nd, the dealer had the red from the car show right on their lot and that in itself gave them a pricing advantage. This car was born to be red in this trim level.Performance: I sit in rush hour traffic and my ego does not require me to drive overly aggressive. That said, my GT gets up to 90 mph extremely quickly and quietly  without fanfare. As far as hardcore numbers, there are plenty of published reviews, for me...I drove the GT, GLi, GTi and Mazda 3 all in the same afternoon and the Dart GT simply screamed ""this is the one"".My only other thought is that I hope its as dependable and drama free as the Mazda's have been because i'd like to keep this car for 4 to 6 years. I love the exclusitivity of driving a car where I never see its twin, at least i havent in the past 7 months. Poor leadership decisions really fumbled this amazing car that FCA has since announced discontinuing. My gain...I love it.K&N Air FilterRokBlokz Mud FlapsTint - 35% front & rear, 20% backBuy this cool sedan in GT or SXT with Ralley package.",5
 on 12/21/15 08:28 AM (PST),Kaleb Mays ,2016 Dodge Dart Sedan SE 4dr Sedan (2.0L 4cyl 6M),500 miles in," I bought my 2016 dart SE Saturday afternoon.  I had several errands to run this weekend with Christmas just around the corner.  We left the lot with 16 miles and now have 486 on the odometer.   Interior- most cars I've owned in the past have had the cheap plastic coverings on the dash along with very uncomfortable armrests in the doors. This car has a nice 'plush' almost pleathery feel in its place. The interior styling on the SE is not flashy but not dull.Performance- for a 2.0 with no turbo it's decently quick enough for the driving I will be doing. I commute 700 miles a week for work and don't do many hard accelerations. That being said I was not at all disappointed when accelerating. I reset my mpg average when leaving yesterday for a 180 mile round trip. 75% highway I averaged 35.7 mpg over the trip and hit 45.7 on the average on the highway driving at 56 mph.Technology- I wasn't looking for the fanciest car and I sure didn't get it.  There's no remote start, no xm radio, no touchscreen display or anything most newer cars have. It doesn't even have automatic headlights. But I wasn't looking for all of thisSummary- I was looking for a car big enough for me and my family that got good mileage.  That's exactly what I got. After a few thousand miles I will update my review.",4
 on 04/20/18 09:16 AM (PDT),Krick ,2015 Dodge Dart Sedan SXT 4dr Sedan (2.4L 4cyl 6M),not dependable," I purchased this car May 2015. I have 32,000 miles and have had to put it in the shop at least three times for the engine shutting off while driving. Just last week the car died again and had to sit there and wait to start again. I have had to replace the battery already this year. I was getting 24mpg and now down to 22mpg. The car is sluggish when you try to push the pedal to go, do not dare to pull out in front of a on coming car unless the car is at least a mile back!! Spoke with a mechanic (son's friend) and he states that it would have something to do with the transmission. Also, last oil change was told that my fuel injection need to be cleaned. I am so tired of buying cars that constantly have problems. I have never own a dodge and am so irritated that this car is an American car and this is what America sells. The air is loud and also when I am on the phone the person I am speaking with can here the background noise of the car. It is not well built, but America does not build to last anymore.",3
 on 03/27/18 13:02 PM (PDT),Scott Stewart ,2015 Dodge Dart Sedan GT 4dr Sedan (2.4L 4cyl 6M),Darting Around," The fuel mileage is excellent provided that the car is accelerated gently; therefore, although equipped with the larger 2.4L engine, the car feels sluggish when accelerating (it is heavy for its size).  With the 6-speed manual transmission, I tend to upshift at approximately 2,500 RPM which yields 26 MPG city, 35 MPG highway, combined 30 MPG.  Under ideal conditions, I have exceeded 38 MPG highway.  Since I do drive conservatively, I never have exceeded about 3,500 RPM.In the 18 months I have owned the Dart it has been completely trouble-free – no rattles or loose trim; no “new car” adjustments.  The only services have been oil changes.The clutch engages rather suddenly; despite my previous car also having a manual transmission, it took me quite a while to adjust to this.The interior room is adequate for me, but not great.  I have the driver’s seat adjusted nearly all the way up and all the way back, which results in the non-height-adjustable rearview mirror blocking my forward vision to the right.  Since I do have the driver’s seat set high and back, the door/roof headroom when entering or exiting does require caution to avoid a “dented head.”I cannot comment on the entertainment system, as I never use it.  I wanted the GPS, which I use frequently.  The backup camera and side traffic warning detection are superb.  I am delighted to have the availability of the selectable analog/digital speedometer; I use digital exclusively as I find it much easier to see quickly.I purchased the Dart after its discontinuation, so I was aware of the effect on its resale value.  I was seeking a four-door vehicle with a manual transmission with many options.  If the Dart were still available, it is likely I would have bought another; for me, the positives far exceed the qualities I dislike.",5
 on 03/02/18 08:26 AM (PST),Fay ,2015 Dodge Dart Sedan SXT 4dr Sedan (2.4L 4cyl 6M),Dartagnan, Love this car.,4
 on 03/02/18 07:12 AM (PST),DaisyG ,2015 Dodge Dart Sedan SE 4dr Sedan (2.0L 4cyl 6M),Looks aren’t everything," I do not recommend this car what so ever ! I am currently paying so much for a 2015 dart & the engine light has turned on so many damn times & I bought this garbage car NEW . It’s ridiculous and honestly regret this purchase , a brand new car should not be having all these issues .",2
 on 02/26/18 01:21 AM (PST),Michael Gallegos ,2015 Dodge Dart Sedan SE 4dr Sedan (2.0L 4cyl 6M),I’ve enjoyed owning it," I’ve had my Dart for about two years now, and I’ve taken it on several road trips and a lot of in town driving. Basically, it’s a very good car, but my only problems with it are the exterior being a little cheap. It sits low to the ground so it scraps on curbs all the time (granted that’s my fault, really). Once, I ran over something in the road (I think a piece of concrete or something?) and it blew out my AC, but they were able to fix it easily and it didn’t cost much. Recently, I hit a little cage while pulling into my garage and it almost removed the whole front bumper. Basically, it’s kinda cheap but you have to be more careful with it than I am, I’m a bit reckless, I need a truck or something. Also, the tire pressure will go low super easily. A slight cool breeze will turn that light on. That being said, it’s been on several road trips without giving me a single problem with the engine, gas or anything and it’s survived attempted break ins and a gun shot to the hood (I live in a rough city, what can I say). It’s a very reliable car and it’s very affordable and worth the money! But just a tad cheap and delicate but most of that is my fault",4
 on 10/07/17 06:32 AM (PDT),Mackenzie ,2015 Dodge Dart Sedan SE 4dr Sedan (2.0L 4cyl 6M),Got poisoned by my 2015 Dart," I bought it brand new, only owner. Cracked heater core caused toxic fumes in my cabin. Killed a moth. Had to ride with the windows down. Made me physically ill, headaches and dizziness. Way to fail Chrysler. I traded it in for a VW.",1
 on 04/19/17 19:48 PM (PDT),Zyworski ,2015 Dodge Dart Sedan GT 4dr Sedan (2.4L 4cyl 6M),I tried them both," I have tried the base SXT as a rental and own the GT. The first thing that I can tell you is that there is a difference. The GT feels more solid on the road and the steering is more responsive. My GT only has 15k on it and has so far been trouble free with one small exception.  The idiot light came on for a minor recall and I ended up taking a day off from work for a minor tweaking that could have waited. I have not demanded much of my Dart having parked it in the winters and kept hot dogging to a minimum, so I am a poor candidate for telling you about reliability, but so far so good. What I can tell you is that getting into the dealership is a nightmare with waits of many weeks for service.  Due to the poor performance of the service department I am giving the Dodge Dart 3 stars on what would otherwise be a 4 star car",3
 on 12/26/16 23:15 PM (PST),TeresaTN ,2015 Dodge Dart Sedan Aero 4dr Sedan (1.4L 4cyl Turbo 6M),Dart Aero has unfixable clutch and sounds of wires," Has bad clutch that smokes and blowes thru vents everytime you drive it! Sounds of wire shorting out in dash..slips out of gear..dealership says they cannot fix it. Thats the way it is suppose to do!Told me to pull over if it smokes and let it cool off then drive. And don't use outside vent air..but use inside circulating air vent. But still smells like blown out candles, possibe harmful! Somebody please help me get rid of it. Watch my youtube Dodge dart aero 2015 for the sound. Don't buy!! Purchased at Tri City Dodge..and serviced there and Royston in Rogersville TN. PLEASE HELP ME GET RID OF IT!! I am afraid it will catch on fire!!",1
 on 12/05/16 12:06 PM (PST),Robin Valencia ,2015 Dodge Dart Sedan SXT 4dr Sedan (2.4L 4cyl 6M),first newer car, I have had my car for 8 months now and love it. Except for the fact that apparently it doesn't like cold weather. I have to let it warm up for awhile when engine is cold or it stalls on me. It is a 2015 with 35000 on it.,4
 on 11/29/16 20:34 PM (PST),Frank Eckert ,2015 Dodge Dart Sedan SXT 4dr Sedan (2.4L 4cyl 6M),#2015DODGEDARTSXT," The dodge dart sxt is a fun sporty,eye catcher sedan.great sound system.the Bluetooth connect is awesome,hands free is great.This sedan just loves the curves in the road,it hangs tight.I'm pleased with my purchase of a Dodge Dart 2015 SXT,with only 3700 miles on it.",4
 on 10/14/16 14:09 PM (PDT),cmcl3m0r3 ,2015 Dodge Dart Sedan SXT 4dr Sedan (2.4L 4cyl 6M),I LOVE THIS CAR," I am writing this review after owning the car for over 6 months.  Also just found out Dodge is discontinuing this car.  Which to me, is very sad.  I bought this car as a daily driver (parking my 09 Challenger RT).  I was amazed by the features, feel, tech, acceleration, looks...pretty much everything about this car.  I have NO idea why it is getting such a bad wrap.  I get compliments on it all the time (just as much as my Challenger).  I am a 6ft 1 guy, and they seats are very comfortable to me.  I also have 3 children, and they fit in the car fine.  Trunk space is awesome.  I have the 2.4L SXT with everything minus the leather.  Black 18inch alloys, and the car is Dark Grey.",5
 on 06/13/16 06:56 AM (PDT),Very concerned father ,2015 Dodge Dart Sedan SE 4dr Sedan (2.0L 4cyl 6M),Buying this car is like rolling the dice!," I am writing this on behalf of my son who just bought a new Dodge Dart.  He has owned it for 3 months and it has been in 2 Dodge dealerships service departments for approximately 2 of the 3 months.  The engine will randomly shut off while in motion.  I could not believe this until I googled the problem and read several of the online blogs.  There are numerous Dart owners who's engine just shuts off.  When the car gets low on oil the engine shuts off, except the engine has plenty of oil. Is it an electrical problem?  NO ONE KNOWS!!!Do not buy this car!!!  I am going to help my son get rid of this car.  Someone is going to get killed!",1
 on 06/07/16 08:14 AM (PDT),Rhonda Z ,2015 Dodge Dart Sedan SE 4dr Sedan (2.0L 4cyl 6M),Recently rented this car for two weeks," I rented this car for two weeks. I thought the seats were very comfortable, and it was easy to get in and out of the car. Overall I was quite impressed with the car. It was spacious, the trunk held all of my and my daughter's luggage with room to spare. And our luggage tests the limits of the checked and carry-on dimensions. The controls were simple and easy to figure out, the mirrors were easily adjustable, and the ride was smooth. The car was not afraid to go very fast on the highway. I was shocked to see how fast I was going (over 100) at one point because it was gliding over the road so smoothly. I had to set the cruise control to keep myself in check. The only negative things I can say is that it is slow to respond if you want to rapidly increase your speed. But for a four cylinder it is more than acceptable. And the car has such a low clearance that it kept scraping on the pavement. I live in the Rockies and no matter how slow I entered and exited my driveway, it scraped. And no matter how slow I creeped through intersections in neighborhoods, it scraped.",4
 on 05/06/16 08:45 AM (PDT),Russ Furchner ,2015 Dodge Dart Sedan GT 4dr Sedan (2.4L 4cyl 6M),Solid Car with Alpha DNA," In the sea of compact sedans, the Dart GT stands out.  It's very nice to look at, definitely not your cookie-cutter import.  I honestly don't understand the criticism of the car in general.  The car never feels under powered, the shifts are crisp and positive.  The handling and brakes are very good for a front wheel drive car.  My only complaint was the OEM tires which were overly harsh and really a poor match for this chassis.  Once replaced, you now have a firm riding, quite and comfortable car, but not harsh or jarring.  What you have is a quick, sharp and fun drive that is inexpensive to own and operate.  Good value for money.Update at 34k miles - Aside from Interior rattles, which are quite annoying, still a solid workhorse and fun to drive package.  Perhaps the firm suspension contributes to the rattles, but they are quite annoying when the cabin is gold.  Still happy with the car, just annoyed at that aspect.",4
 on 05/03/16 11:21 AM (PDT),Dave in OH ,2015 Dodge Dart Sedan Limited 4dr Sedan (2.4L 4cyl 6A),Some redeeming features but think twice," Got a chance to rent one of these, and since my daughter will be looking for something used soonish for a first car, I thought why not try it?  Nut shell summary -some stand out features, but would not buy or rent again. Cars should be made to be driven as job 1, not just looked at or sat in.The good?  Appearance was nice in my eyes.  And, the interior was not low rent by any means.  Soft touch material and mostly decent switch gear feel?  Check.  Logical control layout?  Check.   Seats were okay, but not great.  Still, given the price point?  Color me impressed.   A few quirks to note here which kept the rating being higher in these areas.  1) Front seats needs to go lower.  While I can fit...  I have to recline the seat and doing so blocks the speedometer.  So I can either fit comfortably, or not see my speedometer between 50 and maybe around 80.  Tilting/telescoping wheel hopefully is an option, so check if you are a all torso kind of guy like me.  2) Glare off gauge panel.  Given the rest of the interior quality, the lack of a (more?) reduced glare gauge cluster covering seems a noticeable omission.  Not 'can't read it' bad, but still quite annoying when the light glare hits it.And, the mostly not so good.  With the exception of steering, which really does hit the mark for this sort of car, driving dynamics were pretty bad.  So the steering first.  Somewhat lose on center but with good, but not too much road feel.  Tracks well, not too much effort at any speed.  Pretty much exactly what the doctor order for daily driver sort of car and maybe more.  However, the engine was buzzy and lacked any ommph over 45 for the first few days  Had to hammer it to even get up to passing speed in any reasonable time.  After a few days the TCU and engine eventually 'learned' that when I applied gas I truly madly deeply did want it at least _try_ to move faster than a dodering great grandma.  Still even then, it remained rather poor, but at least not almost dangerously so, as was my experience the first few days with it.   Engine noise and vibration were a constant unwelcome companion, especially at idle.  Even the dash liner would visibly vibrate at times.  If Dodge had not put so much effort into the interior it would have been buzzing like my old '78 Malibu did when it was cold.  This is the lowest level of NVH refinement of any other car I have driven or ridden in in the last decade, or possibly two, which is quite a few cars from all price points.  Brakes may have had a warping issue on this car so read as such, and not as directly critical of the car model.  The rears gave a distinctive 'whrrr whhrr' when backing down my driveway.  I had to stop quickly once, and they actually clunked and the car lurched a bit while stopping fast.  I assume this is not normal for a Dart, and did let the rental agency know.  I would however worry about a car that did have brake issues as early as this, even for a rental.  My adivce? Try some emergency stops and braking while backing down a hill to be sure if you are test driving one. Suspension.  On smooth even pavement it was fine, and even a good ride.  However, anything else gave varying degrees of jittery and busy.  Absolutely no confidence in trying anything beyond '20% pushing it' in this car.  Given the brakes, and lack of oomph, that was probably for the better.  Still a suspension should not communicate that it wants to take the car in all sorts of directions you are not steering in on anything but good pavement.  If you live in an area of crappy roads like I do, make sure to try it out first and see for yourself if it suits.  Fairly obviously, I have no idea if it corners fairly flat / has body roll, was not even tempted to try it.   In short?   VW, Mazda, Ford, Nissan, Honda, Subaru, Hyundai, GM... All seem to have better cars in this price range/category from a driving perspective.",2
